image,locationName,city,gencapacity (kW),Unnamed: 4,latitude,longitude
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,NY Dix 1 LLC - 2627 County Road 16 - PV Systems,"Watkins Glen, NY",5100,,42.3471403,-76.9380795
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NY Ontario I, LLC - 6686 Furnace Road","Ontario, NY",4000,,43.2407788,-77.277201
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NY Orange I, LLC - 2100 County Road 16","Orange, NY",2900,,42.3480977,-76.9731706
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NY Plattsburgh I, LLC - 6106 Route 22 - PV Systems","Plattsburgh, NY",5000,,44.7245931,-73.4705957
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NY Rushford I, LLC - 9475 Podunque Road","Rushford, NY",6800,,42.756612,-78.6074575
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,NYS Parks Tobin II,"La Grange, NY",2100,,41.6896,-73.8108739
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Ogdensburg Bridge and Port Authority,"Lisbon, NY",1206,,44.7202356,-75.4200885
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Olean General Hospital,"Olean, NY",1996,,42.0917947,-78.4429785
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Omni Navitas Holdings .LLC. - 4575 State Route 69 - PV Systems,"Taberg, NY",5900,,43.2821857,-75.5872289
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Omni Navitas Holdings LLC - 1616 County Route 12,"Central Square, NY",4200,,43.2746625,-76.1964294
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Omni Navitas Holdings, LLC - 126 Little Bow Rd- South","Gouverneur, NY",6500,,44.3449896,-75.4886216
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Omni Navitas Holdings, LLC - 1497 County Route 31 - PV Systems","Lisbon, NY",3400,,44.7272816,-75.3416462
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Omni Navitas Holdings, LLC - 2495 Lewis Road","Wellsville, NY",6800,,42.110149,-77.8708689
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Omni Navitas Holdings, LLC - 3356 Sentinel Heights Rd","Lafayette, NY",4700,,42.934759,-76.1114689
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Omni Navitas Holdings, LLC - 7024 Fox Rd","Marcy, NY",6800,,43.200586,-75.2606589
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Omni Navitas MapsESNY LLC - 129 Cream St - PV Systems,"Hyde Park, NY",4700,,41.776264,-73.8785439
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Omni Navitas MapsESNY LLC - 1436 Route 9G - PV Systems,"Hyde Park, NY",2400,,41.8074217,-73.903828
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Oneida County DPW,"Oriskany, NY",1993,,43.1317842,-75.3804872
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Oneida Herkimer Solid Waste Authority,"Rome, NY",1092,,43.2053579,-75.3984909
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Oneida South,"Rome, NY",2600,,43.1685948,-75.4061863
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Oneida West,"Rome, NY",2600,,43.1648923,-75.3937096
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Onondaga County - Clearwater WWTP,"Oswego, NY",2400,,43.4310653,-76.5240727
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Onondaga County - Metro Water Board,"Clay, NY",1362,,43.1843967,-76.2293173
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Onondaga County Jamesville Penitentiary,"Jamesville, NY",2500,,42.9882011,-76.0637359
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Onondaga County Oak Orchard WWTP - 4300 Oak Orchard Road,"Clay, NY",2500,,43.201911,-76.2126229
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Orange County DPW,"Goshen, NY",2100,,41.4049515,-74.3618721
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ORDA/Whiteface Mountain,"Champlain, NY",2700,,44.9859617,-73.4176242
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Orphan Farm NYS P - Orphan Farm Road - PV Systems,"Copake Falls, NY",1247,,42.1350489,-73.526177
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Oswego County Fulton,"Fulton, NY",2500,,43.3424483,-76.3458586
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Otsego County Gravel Pit,"Laurens, NY",1115,,42.593201,-75.0652518
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Owens Corning,"Bethlehem, NY",2700,,42.5857285,-73.8745681
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Owlville Creek Solar 2, LLC","Canastota, NY",6500,,43.0869927,-75.7812371
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Owlville Creek Solar, LLC","Canastota, NY",6700,,43.0770489,-75.7875671
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA 2643 Moore Road,"Lewiston, NY",7000,,43.2131482,-78.9064096
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Blanchard Road,"Clayton, NY",7600,,44.2514896,-76.0131044
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Blanchard Road 2,"Clayton, NY",7600,,44.252524,-76.00656
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Church Road A - 1671 Church Road,"Lysander, NY",6700,,43.190913,-76.3922589
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Great Lakes Seaway,"Clayton, NY",7600,,44.2542339,-76.014434
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Main Street - 2575 Main St.,"York, NY",6600,,42.8766915,-77.8832607
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA NYS Route 12,"Clayton, NY",7600,,44.2546707,-76.0135267
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Pulaski LLC - 7681 State Route 3,"Pulaski, NY",4800,,43.5831781,-76.1802462
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA ROBINSON ROAD LLC - 18600 Robinson Rd,"Orleans, NY",6700,,44.2596435,-76.0040072
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA State Route 122 LLC - 1436 State Route 122 - PV Systems,"Constable, NY",6800,,44.9297118,-74.2717666
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,OYA Wayside Drive LLC - 22421 Wayside Dr,"Watertown, NY",6700,,44.0138879,-75.9263416
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Pamelia Solar, LLC - 25731 CR32","Pamelia, NY",6800,,44.0408245,-75.8762044
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,PatterSun Solar 1.3,"Patterson, NY",1369,,41.4949523,-73.6108221
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Pearl Solar II, LLC","Batavia, NY",3000,,42.9820676,-78.2932362
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Pearl Solar, LLC","Batavia, NY",3000,,42.9815861,-78.2920355
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pendleton Solar 1 PV - 178542,"Lockport, NY",6100,,43.0971008,-78.7564178
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Penn Yan Solar I LLC - 511 Hansen Point Rd,"Penn Yan, NY",7200,,42.6595639,-76.944047
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pep Boys Chester,"Chester, NY",2000,,41.3473905,-74.2921056
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pepsi Cola Bottling LLC - 9801 Avenue D,"Brooklyn, NY",1068,,40.650885,-73.9096029
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Peterboro Road Solar, LLC - 4290 Peterboro","Vernon, NY",5500,,43.0672295,-75.5504171
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pivot Solar NY 1 LLC - 33 Commerce Dr,"Ticonderoga, NY",6500,,43.8615445,-73.4481191
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pivot Solar NY 9 LLC - 1490 State Route 9N,"Ticonderoga, NY",6600,,43.8790047,-73.4514658
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pool Brook - NY Laurens I - 149 Pool Brook Rd,"Laurens, NY",2700,,42.5577526,-75.091319
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Port Jervis Solar,"Port Jervis, NY",1310,,41.3872519,-74.6793319
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Potsdam Community Solar - 74 Lawrence Ave,"Potsdam, NY",5600,,44.6802213,-74.9750815
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Pratt Industries,"Staten Island, NY",1405,,40.5882987,-74.2043849
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Praxair - 8169 Bank Street Road,"Batavia, NY",2800,,43.017479,-78.1629565
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Presidents Container Group Solar Project,"Middletown, NY",2100,,41.4590425,-74.3565569
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Prowind Renewables - West River Road,"Olean, NY",6900,,42.0684943,-78.482967
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Quiet Meadows Solar Farm 1 - 4435 Stoney Brook Rd,"Verona, NY",5800,,43.0955282,-75.6053688
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Quiet Meadows Solar Farm 2 - 4426 Sholtz Road,"Oneida, NY",7500,,43.088842,-75.597536
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Randall Road Solar I, LLC - 831 Randall Rd","Ballston Spa, NY",4400,,42.97558,-73.9296119
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Randall Road Solar II, LLC - 810-818 Randall Rd","Ballston Spa, NY",2700,,42.9760654,-73.9285628
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Ransomville Solar 1, LLC","Lewiston, NY",5200,,43.200539,-78.9509949
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Red Hook CSA, LLC","Red Hook, NY",2400,,41.9894634,-73.879262
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Regeneron Pharmaceuticals, Inc.","Sleepy Hollow, NY",1025,,41.114966,-73.8646459
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Reisender Solar, LLC","Ellenville, NY",3000,,41.7438628,-74.5165223
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Renewable Properties, LLC - 9071 Alexander Road","Batavia, NY",2100,,42.9747808,-78.2061273
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Renewable Properties, LLC - 9183 Alexander Road","Batavia, NY",3700,,42.9685604,-78.2157282
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Riley Road Windsor LLC,"New Windsor, NY",2800,,41.4742816,-74.0816428
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Riley Road Windsor LLC,"New Windsor, NY",2800,,41.4742816,-74.0816428
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Rochester Institute of Technology (RIT),"Rochester, NY",4700,,43.0846724,-77.6779302
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Rosemond Solar, LLC","Woodridge, NY",3000,,41.7120849,-74.5504975
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"RRH Parma Solar 1, LLC","Spencerport, NY",5500,,43.2271165,-77.7944033
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,S Centerville Rd,"Middletown, NY",3200,,41.389935,-74.5225419
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sackett Lake 1 - NY Thompson I - 585 South Maplewood Rd,"Thompson, NY",2800,,41.6399448,-74.7355852
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sackett Lake 2 - Delaware River Solar,"Monticello, NY",2400,,41.6378044,-74.7359194
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Salmon River Renewables, LLC - 2361 SR11B","Bangor, NY",4600,,44.8084906,-74.4177841
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Salt Point Solar, LLC","Poughkeepsie, NY",3000,,41.7423073,-73.8836996
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Sangolqui Solar, LLC - Route 318 - PV Systems","Seneca Falls, NY",2900,,42.948054,-76.7842214
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Saratoga Solar II, LLC","Middle Grove, NY",6500,,43.074983,-73.8906579
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Saratoga Solar IV - 781 Route 29,"Rock City Falls, NY",4200,,43.0688875,-73.9259963
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Saratoga Solar, LLC","Middle Grove, NY",6300,,43.0730602,-73.9061478
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Saratoga Springs - Weibel Avenue,"Saratoga Springs, NY",2600,,43.0895494,-73.7467435
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Saturn Power Corporation - 117 Tiffany Road,"Norwich, NY",6400,,42.5566154,-75.5310978
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Saturn Power Corporation - 2849 Albright Road,"Ransomville, NY",5900,,43.1882529,-78.8962123
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Saturn Power Corporation - 7484 4th Section Rd,"Brockport, NY",4600,,43.198079,-77.9906529
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Seneca Lake Solar LLC,"Geneva, NY",3100,,42.8915603,-76.9965567
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Seneca Nation of Indians,"Randolph, NY",1906,,42.0950925,-78.8922843
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Seneca Solar Farm - Route 14A,"Geneva, NY",5200,,42.8155682,-77.0490886
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Shawangunk Community Solar Farm,"Shawangunk, NY",2500,,41.6183522,-74.3228137
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Silver Creek Solar, LLC - 2444 Chapin Road - PV Systems","Silver Creek, NY",7500,,42.520078,-79.2240419
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Skaneateles Community Solar Farm,"Skaneateles, NY",1252,,42.976175,-76.3912179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Skidmore College,"Saratoga Springs, NY",2100,,43.095738,-73.8120828
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"SL Sherman, LLC - 176 W. Main St.","Sherman, NY",6400,,42.1577216,-79.6044237
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Slate Hill Solar LLC - 28 County Rte 22,"Johnson, NY",2800,,41.363304,-74.5054159
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Farms New York - 256 Van Etten,"Spencer, NY",3000,,42.211404,-76.5167919
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Farms New York - 292 Van Etten,"Spencer, NY",6000,,42.20717,-76.5190729
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Farms New York - Baldwins Community Solar,"Lowman, NY",2800,,42.086888,-76.7145229
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Solar Farms New York - Cascadilla Community Solar Farm at Cornell, South","Dryden, NY",9000,,42.4379322,-76.4428919
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Solar Farms New York - Cascadilla Community Solar Farm at Cornell, South 2","Dryden, NY",4500,,42.4379322,-76.4428919
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Farms New York - Cayuga County Community Solar Farm,"Auburn, NY",4800,,42.978584,-76.5470641
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Farms New York - Dryden Community Solar Farm - 212 Ferguson Rd - PV Systems,"Dryden, NY",2800,,42.484525,-76.3227309
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Farms New York - Middlesex Community Solar Farm,"Rushville, NY",5500,,42.7617736,-77.2512751
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Generation Projects - 13800 US-9W,"Hannacroix, NY",6400,,42.4335803,-73.8146827
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solar Generation Projects - 58 Seber Shores Dr,"Sandy Creek, NY",7600,,43.6429206,-76.1663522
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarCity Corp - 247 Airport Rd,"Binghamton, NY",4100,,42.191259,-75.8405049
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarCity Corp - 487 NY Route 13,"Cortland, NY",2800,"42.554402, -76.242539",42.554701,-76.2454159
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarCity Corp - 600 Lime Hollow Rd,"Cortland, NY",2700,"42.571230, -76.233890",42.572028,-76.2368563
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarCity Corp - 905 Gallagher Rd,"Cortland, NY",2700,"42.561963, -76.214219",42.5606864,-76.2198409
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarCity Corporat - 1994 East River Rd,"Cortland, NY",2700,"42.626789, -76.143214",42.6271562,-76.1461315
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarCity Corporat - 707 Stupke Rd,"Cortland, NY",2800,"42.578240, -76.229049",42.5769957,-76.2297574
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SolarPark 4a LLC - 2180 Alvin Rd,"Grand Island, NY",5500,,43.0169688,-78.980377
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solean East 1 (North),"Olean, NY",2700,,42.0917947,-78.4429785
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solean East 2 (South),"Olean, NY",2700,,42.0917947,-78.4429785
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solexus Maybrook Road,"Campbell Hall, NY",7500,,41.4634785,-74.2531416
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solitude Solar - 5200 Flat Rock Road,"Lowville, NY",7200,,43.7459416,-75.4730106
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solitude Solar - 6468 Glendale Rd,"Glenfield, NY",2800,,43.7091179,-75.4134999
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solitude Solar LLC - NY-26,"Carthage, NY",7200,,43.95647,-75.6174181
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solitude Solar LLC - Sugar Hill Rd,"Clifton Park, NY",6900,,42.8189129,-73.8429185
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solitude Solar LLC d/b/a US Light Energy,"Turin, NY",3400,,43.7459416,-75.4730106
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Solitude Solar Rus - 1040 County Rd 21,"Hermon, NY",2400,,44.3728339,-75.2102214
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Solitude Solar, LLC - 1850 County Route 194 Unit A","Copenhagen, NY",4300,,43.8668401,-75.7238578
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Solitude Solar, LLC d/b/a US Light Energy - 66 Freemans Bridge Rd","Glenville, NY",5900,,42.8380585,-73.9374893
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,South Goshen,"Goshen, NY",6900,,41.3877987,-74.3436691
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sparrow Bush NY 1 & 2 - 152 Peenpack Trail,"Sparrow Bush, NY",4200,,41.456281,-74.7327289
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SSC Lysander LLC - 8071 River Rd,"Lysander, NY",4700,,43.161552,-76.2868289
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SSC Oswego LLC - 8341 State Route 104,"Oswego, NY",3000,,43.368239,-76.5688279
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SSC Scriba LLC - 5859 State Route 104,"Scriba, NY",6700,,43.45914,-76.4672229
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,St. Lawrence University (NY 14 0111),"Watertown, NY",2900,,43.9320356,-75.8781871
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Standard Solar Inc - 2763 Chandler Rd,"Piffard, NY",7100,,42.821686,-77.8786499
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Staten Island Mall,"Staten Island, NY",1091,,40.5810461,-74.1704681
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Stewart's Shops Corporation - Halfmoon,"Mechanicville, NY",1852,,42.9155786,-73.7436852
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sullivan Community College,"Loch Sheldrake, NY",2200,,41.7641135,-74.6705499
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sullivan County Adult Care,"Liberty, NY",2500,,41.7961826,-74.7097973
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Sulpher Creek Solar, LLC - 2510 RT96","Clifton Springs, NY",6900,,42.970416,-77.1261509
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sunstarter Solar XL LLC,"MInisink, NY",2900,,41.2945243,-74.5422533
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sunstarter Solar XXXII LLC,"Westtown, NY",1723,,41.3130565,-74.5275608
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SunStream Hudson,"Hudson, NY",5400,,42.204326,-73.8002207
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sunvestment Energy Group - 173558,"Harrietstown, NY",2100,,44.355146,-74.147002
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Sunvestment Energy Group NY 64, LLC - 5563 Lakeville Road","geneseo, NY",4100,,42.8343105,-77.7196068
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Albany - 1400 Washington Ave,"Albany, NY",1871,,42.6842264,-73.8287809
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Buffalo - 1 Rensch Rd,"Getzville, NY",1758,,42.9979255,-78.8087142
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Buffalo - 75 Webster Rd,"Getzville, NY",6500,,43.0012366,-78.780886
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Cortland College,"Cortland, NY",1063,,42.5980888,-76.1911826
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Fredonia - 280 Central Ave,"Fredonia, NY",1425,,42.4530521,-79.3460484
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Poly Perth,"Amsterdam, NY",5200,,43.0073668,-74.1916682
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Poly Selkirk 1 - 59 Speeder Road,"Selkirk, NY",2600,,42.549507,-73.8237179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Poly Selkirk 2 - 61 Speeder Road,"Selkirk, NY",2600,,42.545223,-73.8216153
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Poly Selkirk 3 - 63 Speeder Road,"Selkirk, NY",2600,,42.545223,-73.8216153
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,SUNY Poly Selkirk 4 - 65 Speeder Road,"Selkirk, NY",2600,,42.549507,-73.8237179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"SUNY RF, on behalf of SUNY Polytechnic - 218 Buckley Road","Whitehall, NY",5700,,43.553817,-73.3664379
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"SUNY RF, on behalf of SUNY Polytechnic - 258 Elmwood Ave","Gloversville, NY",5600,,43.055128,-74.3263369
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"SUNY RF, on behalf of SUNY Polytechnic 11 - Old Stage Road","Altamont, NY",2800,,42.6896769,-74.0604438
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"SUNY RF, on behalf of SUNY Polytechnic 12 - 0 Greenmount Cemetery","Whitehall, NY",2600,,43.5415515,-73.3915827
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sustainable Energy Developments - 753 Manitou Road,"Hilton, NY",2700,,43.284833,-77.7553589
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Svenski Solar - 2345 Rt 17-k,"Montgomery, NY",3000,,41.5346661,-74.3253163
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sweden 1 - 5535 Lake Road,"Brockport, NY",6600,,43.1728921,-77.9473373
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Sweden 2 - 5541 Lake Road,"Brockport, NY",7400,,43.172937,-77.9462649
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Swiss Re Management Corporation,"Armonk, NY",2700,,41.0994113,-73.7352352
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Taft Solar LLC - 6966 E Taft Rd,"East Syracuse, NY",4400,,43.1183797,-76.0442688
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Tannery Road Solar,"Rome, NY",2800,,43.238234,-75.5376039
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Tesla Inc. - 1339 S Park Ave,"Buffalo, NY",2500,,42.8586843,-78.843194
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,The Goldman Sachs Group - 629 Columbia Street Colonie,"Cohoes, NY",1305,,42.765725,-73.7531288
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,The Research Found - 519 Route 151 (South A),"Oppenheim, NY",2400,,43.0700824,-74.7335656
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Three Boroughs LLC,"Bronx, NY",1102,,40.8338193,-73.8432133
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Thurston Ridge Solar - 3905 Lewis Rd,"Campbell, NY",6200,,42.1899654,-77.2424179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Time Warner Cable,"Bath, NY",2800,,42.3376845,-77.3779029
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Time Warner Cable Enterprises LLC (NY 14 0188),"Rome, NY",2800,,43.1824399,-75.4331082
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"TJANY10761 Buck Rd Remsen, LLC - 10761 Buck Rd","Remsen, NY",4800,,43.3344779,-75.1803802
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"TJANY11202 Ridge Rd Medina, LLC - 11202 Ridge Rd - PV Systems","Medina, NY",7100,,43.2677319,-78.4011283
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,TJANYPaul Rd Castelton,"Castleton on Hudson, NY",7200,,42.5239373,-73.7093469
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Tompkins Cortland Community College,"Dryden, NY",2600,,42.502126,-76.2902459
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Dewitt - 128332,"Dewitt, NY",2700,,43.0454977,-76.0442995
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Grand Island - 7755 Oak Orchard Road,"Batavia, NY",2900,,43.038693,-78.1882299
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Guilderland - 6151 State Hwy 30,"Amsterdam, NY",2800,,42.897974,-74.2261906
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Halfmoon,"Waterford, NY",1298,,42.8363028,-73.6785255
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Monroe - 49524,"Monroe, NY",1983,,41.2890812,-74.2376827
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Town of Ontario WWTP,"Ontario, NY",2800,,43.2759585,-77.2783263
