image,locationName,city,gencapacity (kW),Unnamed: 4,latitude,longitude
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"DG New York CS,LLC - 1853 Riley Road","Cortlandville, NY",7500,,42.6064174,-76.1553509
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,DGNY Jogee Road LLC - 213 Jogee Road,"Middletown, NY",2700,,41.3996411,-74.5029769
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Diamond Nyack,"West Nyack, NY",2500,,41.0921345,-73.9832087
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Dimension Energy - 9350 Dunkleman Hill Rd,"Otto, NY",7000,,42.3516899,-78.8473449
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Donati Solar, LLC","Seneca Falls, NY",3000,,42.9452485,-76.7964772
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Drinkwater Solar - 512 Crum Creek Rd,"Saint Johnsville, NY",3000,,43.0171175,-74.6875283
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Dshinesagain Solar, LLC - 157 Yawger Rd","Horseheads, NY",6700,,42.1657457,-76.9049082
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Dubois Solar, LLC","Pine Bush, NY",3000,,41.601383,-74.2821829
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Dutchess County Airport,"Wappinger Falls, NY",2200,,41.6354628,-73.8766533
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,East Fishkill Solar LLC,"Hopewell Junction, NY",2900,,41.5662891,-73.8360092
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Eastern Correctional Facility,"Napanoch, NY",7000,,41.7431927,-74.3698604
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,EDF Renewables Distributed Solutions Inc. - 5693 CR6,"Oswegatchie, NY",6700,,44.65271,-75.5055729
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,EDF Renewables Distributed Solutions Inc. - 5704 CR6,"Oswegatchie, NY",6700,,44.653531,-75.4959188
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Ellsworth II,"Mechanicville, NY",3100,,42.9002393,-73.7074408
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Ellsworth Solar, LLC","Mechanicville, NY",3100,,42.8987706,-73.7125518
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Elmbrook Solar, LLC - 2191 Brookview Road","Schodack, NY",8300,,42.5544353,-73.7112594
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Claverack Solar LLC - 383 NY-9H,"Hudson, NY",7500,,42.247085,-73.7343962
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Ghent Solar LLC - 1023 Route 66 - PV Systems,"Ghent, NY",4300,,42.2803914,-73.7117089
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Greenport Solar LLC,"Hudson, NY",6700,,42.2383106,-73.7868395
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Kinderhook Solar LLC,"Valatie, NY",7500,,42.4651763,-73.6911904
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Kipp Solar LLC - 219 Kipp Rd,"Greenport, NY",5000,,42.20384,-73.7869884
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Livingston LLC - 3289 Route 9,"Livingston, NY",6300,,42.1694241,-73.7690959
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Myer Solar LLC - 18 Warren Myer Road - PV Systems,"Saugerties, NY",3000,,42.0710881,-73.9655899
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Saugerties Solar LLC.,"Saugerties, NY",3000,,42.0419353,-74.0768869
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,ELP Stanford Solar LLC - 6060 Route 82 - PV Systems,"Stanfordville, NY",7500,,41.8659439,-73.7062608
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Erie County (Alden) - 11581 Walden Avenue,"Alden, NY",2500,,42.9327075,-78.5599351
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Erin Renewables, LLC - 875 Breesport Road - PV Systems","Erin, NY",2900,,42.174405,-76.7186709
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"FFP NY Goshen Project 1, LLC - 444 Big Island Road","Goshen, NY",5100,,41.3306394,-74.4058455
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"FFP NY Goshen Project 2, LLC - 279 Maple Ave","Goshen, NY",7100,,41.3743239,-74.3944786
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,FFP NY Rome Project1 - 7585 NewFloyd Rd,"Rome, NY",6200,,43.205603,-75.3854419
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Finney Solar - State Route 67,"Fort Johnson, NY",6500,,42.9793584,-74.2776792
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Fogarty - 124 Lybolt Rd,"Middletown, NY",3000,,41.5098043,-74.351777
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Fordham University,"Staten Island, NY",2600,,40.5450492,-74.2423067
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,FPS Coxsackie Solar - 11016 State Route 9W,"Coxsackie, NY",6600,,42.332986,-73.8496729
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Frankfort Solar Farm LLC - 2305 Bleecker St.,"Frankfort, NY",4800,,43.0872839,-75.1799953
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Franklin County Solid Waste,"Malone, NY",3500,,44.8757265,-74.3113247
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Freehold Solar - 9775-9873 State Route 32,"Freehold, NY",3000,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Frog Hollow Solar - LLC,"Ellenville, NY",3000,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Global Research [Amsterdam A],"Amsterdam, NY",3000,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Global Research [Amsterdam B],"Amsterdam, NY",3000,,42.9546622,-74.2227541
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Global Research [Broadalbin],"Broadalbin, NY",3000,,43.0615494,-74.1574897
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Global Research [Delanson A],"Delanson, NY",3000,,42.755859,-74.2124249
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Global Research [Johnstown A],"Johnstown, NY",3000,,42.9936068,-74.3220881
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Global Research [Sharon Springs],"Sharon Springs, NY",3000,,42.775105,-74.5697199
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Solar - 171278,"Glenville, NY",1653,,42.8757502,-73.9113689
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Solar - 80 Cheltingham Ave - PV Systems,"Schenectady, NY",3500,,42.791258,-73.9589409
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GE Solar Anthony Street,"Schenectady, NY",1318,,42.8414297,-73.915756
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,General Electric,"Schenectady, NY",2300,,42.8205139,-73.9433731
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,General Electric International Inc. - 165456,"Niskayuna, NY",4600,,42.8351719,-73.9073471
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Generate Capital - 50 Barone Road,"Wurtsboro, NY",4000,,41.598477,-74.4646171
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Genesee Solar - 392 Curtis Road,"Hilton, NY",5200,,43.3132308,-77.7889256
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,German Community Solar - 6122 German Rd,"Cincinnatus, NY",7400,,42.489106,-75.8703489
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Glenmere,"Goshen, NY",3800,,41.3639956,-74.3699648
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Glenville Landfill,"Glenville, NY",7600,,42.8572461,-74.0106735
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Gore Mountain Solar 2, LLC","Whitehall, NY",2800,,43.5417052,-73.3273027
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Goya Foods, Inc","Angola, NY",1342,,42.6289957,-79.0308703
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Grabinski Solar,"Walden, NY",3000,,41.5770509,-74.1790071
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Grand Island Solar, LLC","Grand Island, NY",2100,,43.037025,-78.9851179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Greene County - 84 Volunteer Drive,"Cairo, NY",2300,,42.293181,-74.0056798
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Greenhaven Correctional Facility,"Stormville, NY",5000,,41.5807467,-73.7217929
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Greenville NY 1, LLC","Port Jervis, NY",2300,,41.3553407,-74.6210088
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GSPP 24757 County Road 47,"Carthage, NY",2600,,44.0277308,-75.7198783
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GSPP 4643 Twelve Corners Rd,"Auburn, NY",6200,,42.8422662,-76.4481909
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,GSPP Baxter 1 - 511 Jackson Ave.,"New Windsor, NY",5600,,41.4604841,-74.1136696
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"GSPP Baxter 2, LLC - 473 Jackson Ave","New Windsor, NY",4100,,41.4539501,-74.1077424
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"GSPP Hillsboro & Dunbar, LLC - 1593 Hillsboro Rd","Camden, NY",3500,,43.3159211,-75.7835105
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Guilderland Central School District,"Altamont, NY",3000,,42.723072,-74.0048701
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Hales Mills Solar, LLC - 175352","Johnstown, NY",5700,,43.0163519,-74.3305951
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Hanover PV, LLC - 1321 route 5&20","Silver Creek, NY",6700,,42.5478229,-79.1500398
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Haverstraw Stony Point Central School District - Tomkins Cove,"Tomkins Cove, NY",1392,,41.2500859,-73.9944041
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Helios Energy New York 15 LLC - 3812 W Lake Rd,"Geneseo, NY",7500,,42.821127,-77.7229708
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Helios Energy New York LLC - 980 Redman Rd,"Hamlin, NY",6700,,43.3338282,-77.9583285
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Heuvelton Solar LLC - 400 Taylor Rd,"Ogdensburg, NY",6500,,44.6205489,-75.4472019
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"HGS Solar 1, LLC","Whitehall, NY",2500,,43.5417052,-73.3273027
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,High Peaks Solar,"Sandy Creek, NY",3000,,43.635383,-76.0951169
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,High Peaks Solar - 175124,"Canastota, NY",3900,,43.0877938,-75.7376795
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,High Peaks Solar - 175125,"Canastota, NY",6000,,43.0803112,-75.7340438
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Hobart William Smith Colleges - Gates Road,"Geneva, NY",2600,,42.8633314,-77.0532434
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Hobart William Smith Colleges - State Route 14N,"Geneva, NY",2500,,42.9012635,-76.9810575
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Hollingsworth and Vose,"Easton, NY",2600,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Hollygrove Solar, LLC","Red Creek, NY",3000,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Home Leasing - 5691 Walworth Ontario Rd - PV Systems,"Ontario, NY",2200,,43.2064626,-77.2802872
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Hope Solar Farm LLC,"Troy, NY",2900,,42.7272514,-73.6029701
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Horseheads Community Solar Farm,"Horseheads, NY",5500,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Houghton College,"Houghton, NY",2600,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Howell Solar,"Middletown, NY",3000,,,
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Howland Solar, LLC","Sandy Creek, NY",3000,,43.6346262,-76.0909627
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Hubbs Road Solar, LLC - 413 Schauber Rd - PV Systems","Ballston Lake, NY",6100,,42.9152286,-73.8627601
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Hudson City School District,"Hudson, NY",1221,,42.2600524,-73.7756253
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Hume - Wiscoy Solar I, LLC","Hume, NY",6200,,42.5070522,-78.1076271
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Hume - Wiscoy Solar II, LLC","Hume, NY",6800,,42.5070522,-78.1076271
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Iron Mountain Info - 694 Binnewater Rd Main,"Rosendale, NY",1555,,41.8506392,-74.0905835
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Ithaca College,"Geneva, NY",2900,,42.8155682,-77.0490886
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Janiak Solar, LLC - 1260 Mountain Rd","Port Jervis, NY",3000,,41.407576,-74.5908995
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Jefferson-Lewis BOCES,"Watertown, NY",2600,,43.9707252,-75.9720722
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Jetro Cash and Carry,"Bronx, NY",1557,,40.8082899,-73.900777
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Jetro Port Chester,"Port Chester, NY",1105,,40.9971461,-73.6760177
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Johnstown 2 Solar, LLC","Gloversville, NY",2700,,43.043497,-74.3784449
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Johnstown Solar 1, LLC","Gloversville, NY",4400,,43.072385,-74.3247709
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Kelly Bridge - NY Liberty I - 83 Kelly Bridge Road,"Liberty, NY",2800,,41.8469196,-74.3664151
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lake Breeze Fruit Farm,"Sodus, NY",1080,,43.2711093,-77.0893472
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lamphear Road - Rome Steel Solar,"Rome, NY",2800,,43.1857652,-75.4816042
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Landau II - 2986 - 3040 Route 32,"Kingston, NY",6000,,41.899751,-74.0311849
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Landau Solar - 2986-3040 Route 32 - PV Systems,"Kingston, NY",3000,,41.868235,-74.1392223
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Lansing Renewables, LLC","Lansing, NY",6800,,42.592511,-76.5682019
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Lapeer Cortland Solar, LLC - 2160 Harvey Hill","Marathon, NY",7500,,42.4557985,-76.1330392
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Lapeer Cortland Solar, LLC - 2162 Harvey Hill","Marathon, NY",7500,,42.4560484,-76.1337572
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Lapeer Cortland Solar, LLC - 2223 Clarks Corners","Marathon, NY",7500,,42.4447068,-76.1326919
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lenox Renewables LLC - 7837 North Main Street - PV Systems,"Canastota, NY",4200,,43.1159847,-75.7880897
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Letchworth CSD,"Gainesville, NY",1610,,42.628638,-78.11827
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lewis Custom Homes Inc. - 4534 Route 233,"Clinton, NY",2700,,43.0814525,-75.3950224
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Little Falls Solar, LLC","Little Falls, NY",3000,,43.055433,-74.8628619
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Little Falls Solar, LLC - 187870","Little Falls, NY",2900,,43.0834994,-74.9898784
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Livingston 4 Solar,"Caledonia, NY",2800,,42.9198866,-77.7667974
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lockenhurst Pond Solar LLC - 96 Langlitz Road,"Minisink, NY",2800,,41.337084,-74.5576359
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Locust Solar LLC - 22 Locus Avenue,"Cortland, NY",6700,,42.6138962,-76.1694629
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lodestar Energy - 170 Buck Rd,"Nichols, NY",5600,,42.0644985,-76.3138704
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lodestar Energy - 260 Hunt Creek Rd,"Nichols, NY",5200,,42.051988,-76.3205339
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lodestar Energy - 4201 East River Rd,"Walton, NY",3400,,42.1576481,-75.0476605
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lodestar Energy - County Road 16,"Beaver Dams, NY",7500,,42.2751519,-77.0964258
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lower Road II LLC - 366 County Road 12,"New Hampton, NY",2800,,41.3369419,-74.4865908
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Lower Road III LLC - 310 County Road 12,"New Hampton, NY",2800,,41.3345009,-74.4889112
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"LR Wheatfield Solar 1, LLC - 166748","Sanborn, NY",6300,,43.127498,-78.9164309
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,LSE Pegasus LLC - 209587,"Tioga, NY",7400,,42.1271359,-76.4144317
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Madison County,"Canastota, NY",2400,,43.0339721,-75.7074849
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Madrid Solar 1, LLC - 658 Couty Route 31","Madrid, NY",6700,,44.7503826,-75.151722
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Madrid Solar 2 - 68 Brady Road,"Madrid, NY",2500,,44.7747573,-75.1741142
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Maine Endwell Central School District - 2661 NY26,"Maine, NY",4000,,42.198875,-76.0650239
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Manhattan Beer Distributor,"Bronx, NY",1059,,40.8056243,-73.9047485
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Manhattanville College,"Purchase, NY",1085,,41.0322309,-73.7212097
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Marlborough Solar, LLC - 132 Milton Turnpike","Milton, NY",2700,,41.6638921,-73.9722396
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Matrix Solar OC Newburgh Route 17 K, LLC - 108 NY17K - PV Systems","Newburgh, NY",5800,,41.5106995,-74.0827743
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"McCarthy Solar, LLC - 48-76 Round Hill Rd - PV Systems","Blooming Grove, NY",3000,,41.3954413,-74.1736272
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mecklenburg Solar,"Ithaca, NY",2300,,42.452506,-76.5968774
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Medline Industries, Inc. - 506 NY-416","Montgomery, NY",7200,,41.5021354,-74.2530269
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Medusa NY 1, LLC - 626 County Route 351 - PV Systems","Medusa, NY",2800,,42.4723959,-74.1029374
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mendon Renewables - 632 Quaker Meeting House Road,"Honeoye Falls, NY",6500,,42.9484264,-77.5764821
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Middletown NY 1, LLC","Middletown, NY",2800,,41.4097874,-74.5159215
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Middletown NY 2, LLC","Middletown, NY",1116,,41.4125339,-74.5135961
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Millbrook School,"Millbrook, NY",1730,,41.8566498,-73.6229427
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Miller Road Solar Project LLC,"Schenectady, NY",2700,,42.734234,-73.9685457
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Minisink Solar - 1718 County Route 1,"Minisink, NY",5300,,41.320901,-74.5188285
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Minisink Solar LLC - 47 Cranston Rd - PV System,"Westtown, NY",1404,,41.3524814,-74.5172225
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mohawk Valley Solar,"Rome, NY",3000,,43.1829435,-75.4904062
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mohawk View Solar LLC - 709 Van Epps,"Fultonville, NY",7400,,42.9374432,-74.3771592
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mohonasen CSD,"Schenectady, NY",1534,,42.7675927,-73.9582654
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Monroe County A,"Webster, NY",2400,,43.224839,-77.9958288
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Monroe County B,"Webster, NY",2400,,43.224839,-77.9958288
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Monroe County C,"Hilton, NY",2900,,43.224839,-77.9958288
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Monroe County D,"Hilton, NY",2900,,43.224839,-77.9958288
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Monroe County E,"Hilton, NY",2800,,43.224839,-77.9958288
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Monroe County Water Authority - 2842 Penfield Rd,"Penfield, NY",6100,,43.135593,-77.3834639
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Morristown Solar II, LLC - 245127","Brier Hill, NY",7000,,44.5346841,-75.6673734
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mount Hope Solar 1 (East),"Middletown, NY",2800,,41.4627539,-74.5022469
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mount Hope Solar 2 (West),"Middletown, NY",2800,,41.4627539,-74.5022469
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Mt. Kisco,"Mount Kisco, NY",1939,,41.1967119,-73.7381684
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Mt. Morris - Creek & Hendershot Solar I, LLC","Mt. Morris, NY",6600,,42.706396,-77.8946629
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Mt. Morris - Creek & Hendershot Solar II, LLC","Mt. Morris, NY",1830,,42.706396,-77.8946629
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Mt. Morris - Creek Solar, LLC","Mt. Morris, NY",6500,,42.7094915,-77.8862289
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Mt. Morris - Nunda Solar, LLC","Mt. Morris, NY",6500,,42.699488,-77.9073638
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,National Solar Technologies - 4293 Broadway,"Depew, NY",7300,,42.903311,-78.7164597
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"New Beginnings Solar, LLC","Kingston, NY",3000,,41.8951519,-74.1007653
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,New Leaf Energy Inc. - 205 Altamont Rd,"Voorheesville, NY",5700,,42.653837,-73.9632739
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,New York Departmen - Greene 11260 U.S. 9W,"Coxsackie, NY",7000,,42.3494394,-73.8277675
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,New York Departmen - Wende Creekview Drive - PV Systems,"Alden, NY",7000,,42.9316528,-78.5486856
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,New York Department - Midstate - PV Systems,"Marcy, NY",5000,,43.1674764,-75.3095765
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Newfield Community Solar Farm,"Newfield, NY",5500,,42.385081,-76.5964669
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Nexamp Solar, LLC","Wappingers Falls, NY",5200,,41.5651206,-73.9400864
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Niagara Depot Solar, LLC - 7105 Lockport Rd","Niagara Falls, NY",4300,,43.121517,-78.9861608
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,NOCO Electric LLC - 1585 Tower Rd,"Cortlandville, NY",4100,,42.5539561,-76.1730002
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,NOCO Electric LLC - 246 Van Antwerp Rd,"Johnstown, NY",2500,,42.9851005,-74.3346095
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"Norstar Solar, LLC","Rome, NY",2700,,43.2747658,-75.5710658
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Northern Adirondack CSD - 5572 Route 11,"Ellenburg Center, NY",1656,,44.8947065,-73.8449426
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Norwich,"Norwich, NY",7500,,42.5334489,-75.5449808
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Novis Renewables - 40 Spring Street,"Union Springs, NY",7500,,42.8442144,-76.6870031
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Novis Renewables - 8574 Green Lakes Rd,"Fayetteville, NY",7400,,43.0549757,-75.9379858
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Novis Renewables - 963 Spring Street,"Union Springs, NY",7500,,42.8466457,-76.6784647
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Novis Renewables LLC - 5062 N Eagle Village Rd - PV Systems,"Manlius, NY",7500,,43.0205658,-75.9585603
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,Novis Renewables LLC - 5785 Judd Rd,"Oriskany, NY",7500,,43.142008,-75.354575
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,NSF Aurelius Sites - 2023 W. Genesee Street Road,"Auburn, NY",6700,,42.9178369,-76.6088431
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NSF Chaumont Site 1, LLC - 28160 County Route 179 - PV Systems","Chaumont, NY",7700,,44.1047852,-76.1032179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NSF Chaumont Site 2, LLC - 28156 County Route 179 - PV System","Chaumont, NY",7700,,44.0836172,-76.132848
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NSF Chaumont Site 3, LLC - 28050 County Route 179 PV Systems","Chaumont, NY",7700,,44.1047852,-76.1032179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NSF Chaumont Site 4, LLC - 27944 County Route 179- PV Systems","Chaumont, NY",7100,,44.1047852,-76.1032179
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NSF Chaumont Site 5, LLC - 27940 County Route 179- PV Systems","Chaumont, NY",4700,,44.0869293,-76.1532865
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NSF Parma Site 2, LLC - 1682 Hilton Parma Corners Rd - PV Systems","Spencerport, NY",6200,,43.2271165,-77.7944033
https://der.nyserda.ny.gov/static/map/img/dot-solar.svg,"NY Afton I, LLC - 271 County Road 17","Afton, NY",4500,,42.279865,-75.5445362
